Action,Element,Parent,Element Type,Weighting,Attribute,Attribute Type,Attribute Value,Filter
Unwind,ABGCC-029,ABGCC-005,,,,,,
Unwind,MISG1477,ABGCC-005,,,,,,
Unwind,ABGCC-005,ABGCC-027,,,,,,
Unwind,ABGCC-013,ABGCC-027,,,,,,
Unwind,ABGCC-014,ABGCC-027,,,,,,
Unwind,ABGCC-023,ABGCC-027,,,,,,
Unwind,MISG0429 ,ABGCC-028,,,,,,
Unwind,MISG0447 ,ABGCC-028,,,,,,
Unwind,MISG0457,ABGCC-030,,,,,,
Unwind,MISG1541,ABGCC-030,,,,,,
Unwind,MISG1457,ABGCC-030,,,,,,
Unwind,MISG1466,ABGCC-031,,,,,,
Unwind,MISG1112,ABGCC-031,,,,,,
,,,,,,,,
Unwind,ABGCC-068,AB Centre Groups,,,,,,
Unwind,ABGCC-069,AB Centre Groups,,,,,,
Unwind,ABGCC-070,AB Centre Groups,,,,,,
Unwind,ABGCC-071,AB Centre Groups,,,,,,
Unwind,ABGCC-072,AB Centre Groups,,,,,,
Unwind,ABGCC-073,AB Centre Groups,,,,,,
Unwind,ABGCC-075,AB Centre Groups,,,,,,
Unwind,ABGCC-076,AB Centre Groups,,,,,,
Unwind,ABGCC-077,AB Centre Groups,,,,,,
Unwind,ABGCC-078,AB Centre Groups,,,,,,
Unwind,ABGCC-079,AB Centre Groups,,,,,,
Unwind,ABGCC-080,AB Centre Groups,,,,,,
Unwind,ABGCC-081,AB Centre Groups,,,,,,
Unwind,ABGCC-082,AB Centre Groups,,,,,,
Unwind,ABGCC-083,AB Centre Groups,,,,,,
Unwind,ABGCC-084,AB Centre Groups,,,,,,
Unwind,ABGCC-085,AB Centre Groups,,,,,,
Unwind,ABGCC-086,AB Centre Groups,,,,,,
Unwind,ABGCC-087,AB Centre Groups,,,,,,
Unwind,ABGCC-088,AB Centre Groups,,,,,,
Unwind,ABGCC-089,AB Centre Groups,,,,,,
Unwind,ABGCC-090,AB Centre Groups,,,,,,
Unwind,ABGCC-091,AB Centre Groups,,,,,,
Unwind,ABGCC-092,AB Centre Groups,,,,,,
Unwind,ABGCC-093,AB Centre Groups,,,,,,
Unwind,ABGCC-004,AB Centre Groups,,,,,,
Unwind,ABGCC-005,AB Centre Groups,,,,,,
Unwind,ABGCC-027,AB Centre Groups,,,,,,
Unwind,ABGCC-028,AB Centre Groups,,,,,,
Unwind,ABGCC-030,AB Centre Groups,,,,,,
Unwind,ABGCC-031,AB Centre Groups,,,,,,
,,,,,,,,
Unwind,MI352450,ABGCC-008,,,,,,
Unwind,MISG0162,ABGCC-008,,,,,,
Unwind,MI358400,ABGCC-009,,,,,,
Unwind,MI673099,ABGCC-009,,,,,,
Unwind,MISG0262,ABGCC-019,,,,,,
Unwind,MISG0591,ABGCC-019,,,,,,
Unwind,MI352301,ABGCC-020,,,,,,
Unwind,MI720590,ABGCC-020,,,,,,
,,,,,,,,
Unwind,MI187200,ABGCC-001,,,,,,
Unwind,MI187200,ABGCC-026,,,,,,
Unwind,MI187200,ABGCC-006,,,,,,
Unwind,MI187200 ,ABGCC-032,,,,,,
Unwind,MI187200,ABGCC-034,,,,,,
Unwind,MI187208,ABGCC-061,,,,,,
Unwind,MI187218,ABGCC-047,,,,,,
Unwind,MI187218,ABGCC-061,,,,,,
Unwind,MI187465,ABGCC-004,,,,,,
Unwind,MI187465,ABGCC-025,,,,,,
Unwind,MI187465,ABGCC-044,,,,,,
Unwind,MI187535,ABGCC-004,,,,,,
Unwind,MI187535,ABGCC-024,,,,,,
Unwind,MI187535,ABGCC-045,,,,,,
Unwind,MI187820,ABGCC-049,,,,,,
Unwind,MI187830,ABGCC-001,,,,,,
Unwind,MI187830,ABGCC-026,,,,,,
Unwind,MI187830,ABGCC-006,,,,,,
Unwind,MI187830 ,ABGCC-032,,,,,,
Unwind,MI187830,ABGCC-034,,,,,,
Unwind,MI187899,ABGCC-026,,,,,,
Unwind,MI187899,ABGCC-025,,,,,,
Unwind,MI187899,ABGCC-044,,,,,,
Unwind,MI731095,ABGCC-059,,,,,,
Unwind,MI731095,ABGCC-066,,,,,,
Unwind,MIAMG056,ABGCC-023,,,,,,
Unwind,MICB2934,ABGCC-049,,,,,,
Unwind,MICB2934,ABGCC-059,,,,,,
Unwind,MICB2934,ABGCC-066,,,,,,
Unwind,MIRB3093,ABGCC-061,,,,,,
Unwind,MISG0112,ABGCC-022,,,,,,
Unwind,MISG0112,ABGCC-021,,,,,,
Unwind,MISG0112,ABGCC-024,,,,,,
Unwind,MISG0112,ABGCC-045,,,,,,
Unwind,MISG1449,ABGCC-050,,,,,,
Unwind,MISG1449,ABGCC-062,,,,,,
Unwind,MISG1449,ABGCC-067,,,,,,
Unwind,MIC108,ABGCC-002,,,,,,
Unwind,MIC114,ABGCC-002,,,,,,
Unwind,MIRB3607,ABGCC-002,,,,,,
Unwind,MI187100,ABGCC-002,,,,,,
Unwind,MI187100,ABGCC-042,,,,,,
Unwind,MISG1447,ABGCC-002,,,,,,
Unwind,MISG1447 ,ABGCC-028,,,,,,
Unwind,MISG1447,ABGCC-043,,,,,,
Unwind,MISG1447,ABGCC-045,,,,,,
,,,,,,,,
Unwind,MI400151,ABGCC-029,,,,,,
Unwind,MI400157,ABGCC-029,,,,,,
Unwind,MI840000,ABGCC-029,,,,,,
Unwind,MIRB7055,ABGCC-029,,,,,,
Unwind,MIRB7067,ABGCC-029,,,,,,
Unwind,MISG0012,ABGCC-029,,,,,,
Unwind,MISG0528,ABGCC-029,,,,,,
Unwind,MISG0529,ABGCC-029,,,,,,
Unwind,MISG1452,ABGCC-029,,,,,,
,,,,,,,,
Add,ABGCC-013,AB Centre Groups,C,1,,,,
Add,ABGCC-014,AB Centre Groups,C,1,,,,
Add,ABGCC-023,AB Centre Groups,C,1,,,,
,,,,,,,,
Add,AB Centre View,,C,1,,,,
Add,MIRB4152,AB Centre View,C,1,,,,
Add,MIRB4892,AB Centre View,C,1,,,,
Add,ABGCC-074,AB Centre View,C,1,,,,
,,,,,,,,
Add,MIRB7053,ABGCC-074,C,1,,,,
Add,MIRB7063,ABGCC-074,C,1,,,,
,,,,,,,,
Add,AB Centre Groups,,C,0,,,,
,,,,,,,,
,,,,,,,,
Add,ABGCC-003,AB Centre Groups,C,0,,,,
Add,ABGCC-022,ABGCC-003,C,1,,,,
Add,846700,ABGCC-022,C,1,,,,
Add,MIRB0834,ABGCC-022,C,1,,,,
Add,MIRB0866,ABGCC-022,C,1,,,,
Add,MISG1115,ABGCC-022,C,1,,,,
Add,MISG1451,ABGCC-022,C,1,,,,
,,,,,,,,
Add,MISG0712,ABGCC-011,C,1,,,,
Add,MI197410,ABGCC-012,C,1,,,,
Add,MISG0460,ABGCC-011,C,1,,,,
,,,,,,,,
Add,ABGCC-015,ABGCC-003,C,0,,,,
Add,ABGCC-016,ABGCC-015,C,1,,,,
Add,ABGCC-017,ABGCC-015,C,1,,,,
Add,MISG0783,ABGCC-016,C,1,,,,
Add,MISG0774,ABGCC-016,C,1,,,,
Add,MI080650,ABGCC-017,C,1,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Add,ABGCC-015,ABGCC-003,C,0,,,,
Add,ABGCC-010,ABGCC-003,C,1,,,,
Add,ABGCC-011,ABGCC-010,C,1,,,,
Add,MIRB4597,ABGCC-011,C,1,,,,
Add,ABGCC-012,ABGCC-010,C,1,,,,
Add,MI080900,ABGCC-012,C,1,,,,
,,,,,,,,
Add,ABGCC-002,AB Centre Groups,C,0,,,,
Add,MI187405,ABGCC-002,C,1,,,,
Add,MICB2400,ABGCC-002,C,1,,,,
Add,MIRB0782,ABGCC-002,C,1,,,,
Add,MIRB1109,ABGCC-002,C,1,,,,
Add,MIRC3814,ABGCC-002,C,1,,,,
Add,MI888426,ABGCC-002,C,1,,,,
,,,,,,,,
Add,ABGCC-001,AB Centre Groups,C,0,,,,
Add,MI187183,ABGCC-001,C,1,,,,
Add,MIRB1042,ABGCC-001,C,1,,,,
Add,MIRB1897,ABGCC-001,C,1,,,,
Add,MI352268,ABGCC-001,C,1,,,,
Add,MIRB7136,ABGCC-001,C,1,,,,
Add,MIRB7111,ABGCC-001,C,1,,,,
Add,MIRB7126,ABGCC-001,C,1,,,,
,,,,,,,,
Add,ABGCC-007,ABGCC-003,C,1,,,,
Add,ABGCC-008,ABGCC-007,C,1,,,,
Add,MISG0586,ABGCC-008,C,1,,,,
Add,ABGCC-009,ABGCC-007,C,1,,,,
Add,MI197899,ABGCC-009,C,1,,,,
,,,,,,,,
Add,ABGCC-018,ABGCC-003,C,1,,,,
Add,ABGCC-019,ABGCC-018,C,1,,,,
Add,ABGCC-020,ABGCC-018,C,1,,,,
Add,MISG0594,ABGCC-019,C,1,,,,
Add,MISG0704,ABGCC-019,C,1,,,,
Add,MI080800,ABGCC-020,C,1,,,,
,,,,,,,,
Add,ABGCC-026,ABGCC-003,C,1,,,,
Add,ABGCC-021,ABGCC-003,C,1,,,,
Add,MIRC3812,ABGCC-021,N,1,,,,
,,,,,,,,
Add,ABGCC-006,ABGCC-003,C,1,,,,
Add,MI187183,ABGCC-006,N,1,,,,
Add,MIRB7136,ABGCC-006,C,1,,,,
,,,,,,,,
Add,ABGCC-025,ABGCC-003,C,1,,,,
Add,MICB2508,ABGCC-025,N,1,,,,
,,,,,,,,
Add,ABGCC-024,ABGCC-003,C,1,,,,
Add,MISG0512,ABGCC-024,N,1,,,,
,,,,,,,,
Add,MISG1476,ABGCC-013,C,1,,,,
Add,MI400152,ABGCC-013,C,1,,,,
,,,,,,,,
Add,MI234458,ABGCC-013,C,1,,,,
Add,MIAMG058,ABGCC-013,C,1,,,,
Add,MIAMG062,ABGCC-013,C,1,,,,
Add,MIAMG063,ABGCC-013,C,1,,,,
Add,MIAMG065,ABGCC-013,C,1,,,,
Add,MISG1479,ABGCC-013,C,1,,,,
Add,MI400153,ABGCC-013,C,1,,,,
Add,MI400059,ABGCC-014,C,1,,,,
Add,MI400155,ABGCC-014,C,1,,,,
Add,MI400156,ABGCC-014,C,1,,,,
Add,MI400157,ABGCC-014,C,1,,,,
Add,MI400WIB,ABGCC-014,C,1,,,,
Add,MIAMG059,ABGCC-014,C,1,,,,
Add,MISG0012,ABGCC-014,C,1,,,,
Add,MI400154,ABGCC-023,C,1,,,,
Add,MICB2320,ABGCC-023,C,1,,,,
Add,MICB2827,ABGCC-023,C,1,,,,
Add,MISG1478,ABGCC-023,C,1,,,,
Add,MISG1481,ABGCC-023,C,1,,,,
Add,MIAMG067,ABGCC-023,C,1,,,,
Add,MIAMG069,ABGCC-023,C,1,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Add,ABGCC-032,AB Centre Groups,C,0,,,,
Add,MIRB7071,ABGCC-032,C,1,,,,
Add,MIRB7136,ABGCC-032,C,1,,,,
Add,MIRB7111,ABGCC-032,C,1,,,,
Add,MIRB7126,ABGCC-032,C,1,,,,
,,,,,,,,
Add,ABGCC-034,AB Centre Groups,C,0,,,,
Add,MI187183,ABGCC-034,C,1,,,,
Add,MIRB1042,ABGCC-034,C,1,,,,
Add,MIRB1897,ABGCC-034,C,1,,,,
Add,MIRB7136,ABGCC-034,C,1,,,,
Add,MIRB7111,ABGCC-034,C,1,,,,
Add,MIRB7126,ABGCC-034,C,1,,,,
,,,,,,,,
Add,ABGCC-042,AB Centre Groups,C,0,,,,
Add,MI504106,ABGCC-042,C,1,,,,
Add,MICB2508,ABGCC-042,C,1,,,,
Add,MI187113,ABGCC-042,C,1,,,,
Add,MIRB0819,ABGCC-042,C,1,,,,
Add,MIRB3995,ABGCC-042,C,1,,,,
Add,MI187360,ABGCC-042,C,1,,,,
Add,MIRB4079,ABGCC-042,C,1,,,,
Add,MI211480,ABGCC-042,C,1,,,,
Add,MIRB7210,ABGCC-042,C,1,,,,
,,,,,,,,
Add,ABGCC-043,AB Centre Groups,C,0,,,,
Add,MICB5030,ABGCC-043,C,1,,,,
Add,MISG0512,ABGCC-043,C,1,,,,
Add,MISG0429,ABGCC-043,C,1,,,,
Add,MISG0447,ABGCC-043,C,1,,,,
Add,MISG1123,ABGCC-043,C,1,,,,
Add,MIRB7210,ABGCC-043,C,1,,,,
,,,,,,,,
Add,ABGCC-044,AB Centre Groups,C,0,,,,
Add,ABGCC-049,ABGCC-044,C,1,,,,
Add,ABGCC-047,ABGCC-044,C,1,,,,
Add,ABGCC-046,ABGCC-044,C,1,,,,
Add,MI504106,ABGCC-044,C,1,,,,
Add,MICB2508,ABGCC-044,C,1,,,,
Add,MIRB6156,ABGCC-044,C,1,,,,
Add,MI353000,ABGCC-044,C,1,,,,
,,,,,,,,
Add,ABGCC-045,AB Centre Groups,C,0,,,,
Add,MI352403,ABGCC-045,C,1,,,,
Add,MICB5030,ABGCC-045,C,1,,,,
Add,MISG0512,ABGCC-045,C,1,,,,
Add,MISG0429,ABGCC-045,C,1,,,,
Add,MISG0447,ABGCC-045,C,1,,,,
Add,MIRA0083,ABGCC-045,C,1,,,,
Add,ABGCC-048,ABGCC-045,C,1,,,,
Add,ABGCC-050,ABGCC-045,C,1,,,,
Add,MISG1123,ABGCC-045,C,1,,,,
Add,MIRB7210,ABGCC-045,C,1,,,,
,,,,,,,,
Add,ABGCC-046,AB Centre Groups,C,0,,,,
Add,MI187113,ABGCC-046,C,1,,,,
Add,MI187119,ABGCC-046,C,1,,,,
Add,MI211480,ABGCC-046,C,1,,,,
Add,MI740400,ABGCC-046,C,1,,,,
Add,MIRB3995,ABGCC-046,C,1,,,,
Add,MIRB0818,ABGCC-046,C,1,,,,
Add,MIRB0819,ABGCC-046,C,1,,,,
Add,MIRB3625,ABGCC-046,C,1,,,,
Add,MI187360,ABGCC-046,C,1,,,,
Add,MIRB4079,ABGCC-046,C,1,,,,
Add,MIRB5049,ABGCC-046,C,1,,,,
,,,,,,,,
Add,ABGCC-047,AB Centre Groups,C,0,,,,
Add,MI187128,ABGCC-047,C,1,,,,
Add,MI187214,ABGCC-047,C,1,,,,
Add,MI187209,ABGCC-047,C,1,,,,
Add,MICB2701,ABGCC-047,C,1,,,,
Add,MI710000,ABGCC-047,C,1,,,,
Add,MIRB5063,ABGCC-047,C,1,,,,
Add,MI710016,ABGCC-047,C,1,,,,
Add,MI187880,ABGCC-047,C,1,,,,
Add,MI710022,ABGCC-047,C,1,,,,
Add,MI187226,ABGCC-047,C,1,,,,
,,,,,,,,
Add,ABGCC-048,AB Centre Groups,C,0,,,,
Add,MISG0466,ABGCC-048,C,1,,,,
Add,MISG1100,ABGCC-048,C,1,,,,
Add,MISG1577,ABGCC-048,C,1,,,,
Add,MICBG001,ABGCC-048,C,1,,,,
Add,MISG0299,ABGCC-048,C,1,,,,
Add,MISG1474,ABGCC-048,C,1,,,,
Add,MISG1450,ABGCC-048,C,1,,,,
Add,MISG0011,ABGCC-048,C,1,,,,
,,,,,,,,
Add,ABGCC-049,AB Centre Groups,C,0,,,,
Add,MICB2931,ABGCC-049,C,1,,,,
Add,MI731160,ABGCC-049,C,1,,,,
Add,MICB2800,ABGCC-049,C,1,,,,
Add,MIRC3884,ABGCC-049,C,1,,,,
Add,MIRM4380,ABGCC-049,C,1,,,,
Add,MIRM4400,ABGCC-049,C,1,,,,
Add,MI188170,ABGCC-049,C,1,,,,
,,,,,,,,
Add,ABGCC-050,AB Centre Groups,C,0,,,,
Add,MISG0896,ABGCC-050,C,1,,,,
Add,MIRB0866,ABGCC-050,C,1,,,,
Add,MISG1110,ABGCC-050,C,1,,,,
Add,MISG1115,ABGCC-050,C,1,,,,
Add,MISG1104,ABGCC-050,C,1,,,,
Add,MISG1106,ABGCC-050,C,1,,,,
Add,MISG1097,ABGCC-050,C,1,,,,
,,,,,,,,
Add,ABGCC-051,AB Centre Groups,C,0,,,,
Add,MIRC3955,ABGCC-051,C,1,,,,
Add,MISG1451,ABGCC-051,C,1,,,,
,,,,,,,,
Add,ABGCC-052,AB Centre Groups,C,0,,,,
Add,149037,ABGCC-052,C,1,,,,
Add,149044,ABGCC-052,C,1,,,,
Add,218958,ABGCC-052,C,1,,,,
Add,547202,ABGCC-052,C,1,,,,
Add,534478,ABGCC-052,C,1,,,,
Add,844356,ABGCC-052,C,1,,,,
Add,073334,ABGCC-052,C,1,,,,
Add,218999,ABGCC-052,C,1,,,,
Add,218987,ABGCC-052,C,1,,,,
Add,100310,ABGCC-052,C,1,,,,
Add,096780,ABGCC-052,C,1,,,,
Add,234808,ABGCC-052,C,1,,,,
Add,218986,ABGCC-052,C,1,,,,
Add,075730,ABGCC-052,C,1,,,,
Add,092640,ABGCC-052,C,1,,,,
Add,541050,ABGCC-052,C,1,,,,
Add,508333,ABGCC-052,C,1,,,,
Add,096755,ABGCC-052,C,1,,,,
Add,090400,ABGCC-052,C,1,,,,
Add,149043,ABGCC-052,C,1,,,,
Add,090438,ABGCC-052,C,1,,,,
Add,218953,ABGCC-052,C,1,,,,
Add,119590,ABGCC-052,C,1,,,,
Add,219001,ABGCC-052,C,1,,,,
Add,218985,ABGCC-052,C,1,,,,
Add,149013,ABGCC-052,C,1,,,,
Add,218962,ABGCC-052,C,1,,,,
Add,218963,ABGCC-052,C,1,,,,
Add,218965,ABGCC-052,C,1,,,,
Add,218954,ABGCC-052,C,1,,,,
Add,218967,ABGCC-052,C,1,,,,
Add,218969,ABGCC-052,C,1,,,,
Add,549022,ABGCC-052,C,1,,,,
Add,219000,ABGCC-052,C,1,,,,
Add,218990,ABGCC-052,C,1,,,,
Add,530149,ABGCC-052,C,1,,,,
Add,149042,ABGCC-052,C,1,,,,
Add,231886,ABGCC-052,C,1,,,,
,,,,,,,,
Add,ABGCC-053,AB Centre Groups,C,0,,,,
Add,107985,ABGCC-053,C,1,,,,
Add,120365,ABGCC-053,C,1,,,,
Add,149036,ABGCC-053,C,1,,,,
Add,501083,ABGCC-053,C,1,,,,
Add,501106,ABGCC-053,C,1,,,,
Add,508723,ABGCC-053,C,1,,,,
Add,093185,ABGCC-053,C,1,,,,
Add,093210,ABGCC-053,C,1,,,,
Add,108070,ABGCC-053,C,1,,,,
Add,108620,ABGCC-053,C,1,,,,
Add,093180,ABGCC-053,C,1,,,,
Add,107968,ABGCC-053,C,1,,,,
Add,149017,ABGCC-053,C,1,,,,
Add,149047,ABGCC-053,C,1,,,,
Add,505283,ABGCC-053,C,1,,,,
Add,505288,ABGCC-053,C,1,,,,
Add,505310,ABGCC-053,C,1,,,,
Add,505313,ABGCC-053,C,1,,,,
Add,549015,ABGCC-053,C,1,,,,
Add,549017,ABGCC-053,C,1,,,,
Add,549018,ABGCC-053,C,1,,,,
Add,120560,ABGCC-053,C,1,,,,
Add,218949,ABGCC-053,C,1,,,,
Add,120050,ABGCC-053,C,1,,,,
Add,093575,ABGCC-053,C,1,,,,
Add,096305,ABGCC-053,C,1,,,,
Add,119300,ABGCC-053,C,1,,,,
Add,505269,ABGCC-053,C,1,,,,
Add,505285,ABGCC-053,C,1,,,,
Add,505317,ABGCC-053,C,1,,,,
Add,505312,ABGCC-053,C,1,,,,
Add,505280,ABGCC-053,C,1,,,,
Add,508218,ABGCC-053,C,1,,,,
,,,,,,,,
Add,ABGCC-054,AB Centre Groups,C,0,,,,
Add,235201,ABGCC-054,C,1,,,,
Add,090439,ABGCC-054,C,1,,,,
Add,219003,ABGCC-054,C,1,,,,
Add,218953,ABGCC-054,C,1,,,,
Add,149007,ABGCC-054,C,1,,,,
Add,218951,ABGCC-054,C,1,,,,
Add,234793,ABGCC-054,C,1,,,,
Add,237034,ABGCC-054,C,1,,,,
Add,234721,ABGCC-054,C,1,,,,
Add,730164,ABGCC-054,C,1,,,,
Add,234730,ABGCC-054,C,1,,,,
Add,530036,ABGCC-054,C,1,,,,
Add,234728,ABGCC-054,C,1,,,,
Add,234756,ABGCC-054,C,1,,,,
Add,234757,ABGCC-054,C,1,,,,
Add,234760,ABGCC-054,C,1,,,,
Add,234762,ABGCC-054,C,1,,,,
Add,234763,ABGCC-054,C,1,,,,
Add,234765,ABGCC-054,C,1,,,,
Add,234767,ABGCC-054,C,1,,,,
Add,237049,ABGCC-054,C,1,,,,
Add,237052,ABGCC-054,C,1,,,,
Add,237410,ABGCC-054,C,1,,,,
Add,107980,ABGCC-054,C,1,,,,
Add,231835,ABGCC-054,C,1,,,,
Add,237011,ABGCC-054,C,1,,,,
Add,119690,ABGCC-054,C,1,,,,
Add,149011,ABGCC-054,C,1,,,,
Add,149031,ABGCC-054,C,1,,,,
Add,149032,ABGCC-054,C,1,,,,
Add,218956,ABGCC-054,C,1,,,,
Add,218960,ABGCC-054,C,1,,,,
Add,218996,ABGCC-054,C,1,,,,
Add,219002,ABGCC-054,C,1,,,,
Add,219007,ABGCC-054,C,1,,,,
Add,219009,ABGCC-054,C,1,,,,
Add,219011,ABGCC-054,C,1,,,,
Add,231355,ABGCC-054,C,1,,,,
Add,231513,ABGCC-054,C,1,,,,
Add,231874,ABGCC-054,C,1,,,,
Add,231876,ABGCC-054,C,1,,,,
Add,234513,ABGCC-054,C,1,,,,
Add,505327,ABGCC-054,C,1,,,,
,,,,,,,,
Add,ABGCC-055,AB Centre Groups,C,0,,,,
Add,722988,ABGCC-055,C,1,,,,
Add,187649,ABGCC-055,C,1,,,,
Add,187482,ABGCC-055,C,1,,,,
Add,187831,ABGCC-055,C,1,,,,
Add,720501,ABGCC-055,C,1,,,,
Add,722524,ABGCC-055,C,1,,,,
Add,847345,ABGCC-055,C,1,,,,
Add,352376,ABGCC-055,C,1,,,,
Add,351513,ABGCC-055,C,1,,,,
Add,351524,ABGCC-055,C,1,,,,
Add,187641,ABGCC-055,C,1,,,,
Add,355456,ABGCC-055,C,1,,,,
Add,354911,ABGCC-055,C,1,,,,
Add,352719,ABGCC-055,C,1,,,,
Add,354915,ABGCC-055,C,1,,,,
Add,354919,ABGCC-055,C,1,,,,
Add,355427,ABGCC-055,C,1,,,,
Add,355430,ABGCC-055,C,1,,,,
Add,355432,ABGCC-055,C,1,,,,
Add,720303,ABGCC-055,C,1,,,,
Add,547419,ABGCC-055,C,1,,,,
Add,722983,ABGCC-055,C,1,,,,
Add,355435,ABGCC-055,C,1,,,,
Add,187821,ABGCC-055,C,1,,,,
Add,722999,ABGCC-055,C,1,,,,
Add,724011,ABGCC-055,C,1,,,,
Add,232033,ABGCC-055,C,1,,,,
Add,187403,ABGCC-055,C,1,,,,
Add,232039,ABGCC-055,C,1,,,,
Add,355428,ABGCC-055,C,1,,,,
,,,,,,,,
Add,ABGCC-056,AB Centre Groups,C,0,,,,
Add,358152,ABGCC-056,C,1,,,,
Add,351403,ABGCC-056,C,1,,,,
Add,356003,ABGCC-056,C,1,,,,
Add,352033,ABGCC-056,C,1,,,,
Add,356565,ABGCC-056,C,1,,,,
Add,356017,ABGCC-056,C,1,,,,
Add,356015,ABGCC-056,C,1,,,,
Add,MI352271,ABGCC-056,C,1,,,,
Add,356036,ABGCC-056,C,1,,,,
Add,356038,ABGCC-056,C,1,,,,
Add,358978,ABGCC-056,C,1,,,,
Add,351402,ABGCC-056,C,1,,,,
Add,352031,ABGCC-056,C,1,,,,
Add,352032,ABGCC-056,C,1,,,,
Add,352034,ABGCC-056,C,1,,,,
Add,352035,ABGCC-056,C,1,,,,
Add,352036,ABGCC-056,C,1,,,,
Add,352037,ABGCC-056,C,1,,,,
Add,352357,ABGCC-056,C,1,,,,
Add,354904,ABGCC-056,C,1,,,,
Add,355212,ABGCC-056,C,1,,,,
Add,355213,ABGCC-056,C,1,,,,
Add,355214,ABGCC-056,C,1,,,,
Add,355319,ABGCC-056,C,1,,,,
Add,355320,ABGCC-056,C,1,,,,
Add,355321,ABGCC-056,C,1,,,,
,,,,,,,,
Add,ABGCC-057,AB Centre Groups,C,0,,,,
Add,547420,ABGCC-057,C,1,,,,
Add,197242,ABGCC-057,C,1,,,,
,,,,,,,,
Add,ABGCC-058,AB Centre Groups,C,0,,,,
Add,720988,ABGCC-058,C,1,,,,
Add,355431,ABGCC-058,C,1,,,,
Add,002176,ABGCC-058,C,1,,,,
Add,109125,ABGCC-058,C,1,,,,
Add,358289,ABGCC-058,C,1,,,,
Add,355455,ABGCC-058,C,1,,,,
Add,354916,ABGCC-058,C,1,,,,
Add,720723,ABGCC-058,C,1,,,,
Add,232017,ABGCC-058,C,1,,,,
Add,232019,ABGCC-058,C,1,,,,
Add,232020,ABGCC-058,C,1,,,,
Add,232021,ABGCC-058,C,1,,,,
Add,232023,ABGCC-058,C,1,,,,
Add,232026,ABGCC-058,C,1,,,,
Add,232027,ABGCC-058,C,1,,,,
Add,232029,ABGCC-058,C,1,,,,
Add,232025,ABGCC-058,C,1,,,,
Add,325409,ABGCC-058,C,1,,,,
Add,531835,ABGCC-058,C,1,,,,
Add,356006,ABGCC-058,C,1,,,,
Add,354917,ABGCC-058,C,1,,,,
Add,358978,ABGCC-058,C,1,,,,
Add,326679,ABGCC-058,C,1,,,,
Add,720882,ABGCC-058,C,1,,,,
,,,,,,,,
Add,ABGCC-059,AB Centre Groups,C,0,,,,
Add,MICB2931,ABGCC-059,C,1,,,,
Add,MIRC3884,ABGCC-059,C,1,,,,
Add,MIRM4380,ABGCC-059,C,1,,,,
Add,MI188170,ABGCC-059,C,1,,,,
Add,MIRM4400,ABGCC-059,C,1,,,,
Add,MICB2800,ABGCC-059,C,1,,,,
Add,MI731160,ABGCC-059,C,1,,,,
Add,MIAMG063,ABGCC-059,C,1,,,,
,,,,,,,,
Add,ABGCC-060,AB Centre Groups,C,0,,,,
Add,MI187128,ABGCC-060,C,1,,,,
Add,MIAMG062,ABGCC-060,C,1,,,,
Add,MI234458,ABGCC-060,C,1,,,,
Add,MIAMG062,ABGCC-060,C,1,,,,
,,,,,,,,
Add,ABGCC-061,AB Centre Groups,C,0,,,,
Add,MI187209,ABGCC-061,C,1,,,,
Add,MI187219,ABGCC-061,C,1,,,,
Add,MI187224,ABGCC-061,C,1,,,,
Add,MI187225,ABGCC-061,C,1,,,,
Add,MICBG001,ABGCC-061,C,1,,,,
Add,MIPSOMGR,ABGCC-061,C,1,,,,
Add,MIRB1112,ABGCC-061,C,1,,,,
Add,MIRB3139,ABGCC-061,C,1,,,,
Add,MIAMG058,ABGCC-061,C,1,,,,
,,,,,,,,
Add,ABGCC-062,AB Centre Groups,C,0,,,,
Add,MISG0896,ABGCC-062,C,1,,,,
Add,MIRB0866,ABGCC-062,C,1,,,,
Add,MISG1110,ABGCC-062,C,1,,,,
Add,MISG1104,ABGCC-062,C,1,,,,
Add,MISG1106,ABGCC-062,C,1,,,,
Add,MISG1097,ABGCC-062,C,1,,,,
Add,MISG1115,ABGCC-062,C,1,,,,
Add,MIAMG065,ABGCC-062,C,1,,,,
,,,,,,,,
Add,ABGCC-063,AB Centre Groups,C,0,,,,
Add,MISG1476,ABGCC-063,C,1,,,,
Add,MISG1479,ABGCC-063,C,1,,,,
,,,,,,,,
Add,ABGCC-064,AB Centre Groups,C,0,,,,
Add,MIAMG069,ABGCC-064,C,1,,,,
Add,075610,ABGCC-064,C,1,,,,
,,,,,,,,
Add,ABGCC-065,AB Centre Groups,C,0,,,,
Add,MIAMG067,ABGCC-065,C,1,,,,
Add,075520,ABGCC-065,C,1,,,,
,,,,,,,,
Add,ABGCC-066,AB Centre Groups,C,0,,,,
Add,MICB2931,ABGCC-066,C,1,,,,
Add,MIRC3884,ABGCC-066,C,1,,,,
Add,MIRM4380,ABGCC-066,C,1,,,,
Add,MI188170,ABGCC-066,C,1,,,,
Add,MIRM4400,ABGCC-066,C,1,,,,
Add,MICB2800,ABGCC-066,C,1,,,,
Add,MI731160,ABGCC-066,C,1,,,,
Add,MICB2320,ABGCC-066,C,1,,,,
Add,MICB2827,ABGCC-066,C,1,,,,
,,,,,,,,
